"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	Births
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"October"	"10"	"Female"	"F"	796
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"October"	"10"	"Male"	"M"	918
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"October"	"10"			1714
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"November"	"11"	"Female"	"F"	766
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"November"	"11"	"Male"	"M"	780
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"November"	"11"			1546
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"December"	"12"	"Female"	"F"	796
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"December"	"12"	"Male"	"M"	881
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"	"December"	"12"			1677
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2010"	"2010"					18988
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"January"	"1"	"Female"	"F"	780
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"January"	"1"	"Male"	"M"	810
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"January"	"1"			1590
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"February"	"2"	"Female"	"F"	735
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"February"	"2"	"Male"	"M"	767
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"February"	"2"			1502
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"March"	"3"	"Female"	"F"	787
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"March"	"3"	"Male"	"M"	834
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"March"	"3"			1621
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"April"	"4"	"Female"	"F"	692
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"April"	"4"	"Male"	"M"	776
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"April"	"4"			1468
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"May"	"5"	"Female"	"F"	745
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"May"	"5"	"Male"	"M"	813
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"May"	"5"			1558
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"June"	"6"	"Female"	"F"	757
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"June"	"6"	"Male"	"M"	820
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"June"	"6"			1577
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"July"	"7"	"Female"	"F"	802
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"July"	"7"	"Male"	"M"	782
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"July"	"7"			1584
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"August"	"8"	"Female"	"F"	845
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"August"	"8"	"Male"	"M"	862
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"August"	"8"			1707
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"September"	"9"	"Female"	"F"	815
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"September"	"9"	"Male"	"M"	866
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"September"	"9"			1681
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"October"	"10"	"Female"	"F"	760
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"October"	"10"	"Male"	"M"	835
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"October"	"10"			1595
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"November"	"11"	"Female"	"F"	742
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"November"	"11"	"Male"	"M"	780
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"November"	"11"			1522
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"December"	"12"	"Female"	"F"	744
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"December"	"12"	"Male"	"M"	807
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"	"December"	"12"			1551
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2011"	"2011"					18956
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"January"	"1"	"Female"	"F"	783
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"January"	"1"	"Male"	"M"	789
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"January"	"1"			1572
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"February"	"2"	"Female"	"F"	703
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"February"	"2"	"Male"	"M"	748
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"February"	"2"			1451
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"March"	"3"	"Female"	"F"	795
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"March"	"3"	"Male"	"M"	788
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"March"	"3"			1583
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"April"	"4"	"Female"	"F"	754
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"April"	"4"	"Male"	"M"	770
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"April"	"4"			1524
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"May"	"5"	"Female"	"F"	751
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"May"	"5"	"Male"	"M"	807
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"May"	"5"			1558
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"June"	"6"	"Female"	"F"	779
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"June"	"6"	"Male"	"M"	783
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"June"	"6"			1562
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"July"	"7"	"Female"	"F"	794
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"July"	"7"	"Male"	"M"	840
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"July"	"7"			1634
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"August"	"8"	"Female"	"F"	791
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"August"	"8"	"Male"	"M"	856
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"August"	"8"			1647
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"September"	"9"	"Female"	"F"	787
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"September"	"9"	"Male"	"M"	859
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"September"	"9"			1646
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"October"	"10"	"Female"	"F"	817
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"October"	"10"	"Male"	"M"	821
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"October"	"10"			1638
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"November"	"11"	"Female"	"F"	762
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"November"	"11"	"Male"	"M"	808
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"November"	"11"			1570
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"December"	"12"	"Female"	"F"	784
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"December"	"12"	"Male"	"M"	811
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"	"December"	"12"			1595
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2012"	"2012"					18980
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"January"	"1"	"Female"	"F"	771
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"January"	"1"	"Male"	"M"	856
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"January"	"1"			1627
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"February"	"2"	"Female"	"F"	703
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"February"	"2"	"Male"	"M"	772
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"February"	"2"			1475
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"March"	"3"	"Female"	"F"	704
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"March"	"3"	"Male"	"M"	874
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"March"	"3"			1578
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"April"	"4"	"Female"	"F"	671
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"April"	"4"	"Male"	"M"	818
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"April"	"4"			1489
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"May"	"5"	"Female"	"F"	786
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"May"	"5"	"Male"	"M"	823
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"May"	"5"			1609
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"June"	"6"	"Female"	"F"	756
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"June"	"6"	"Male"	"M"	767
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"June"	"6"			1523
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"July"	"7"	"Female"	"F"	763
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"July"	"7"	"Male"	"M"	807
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"July"	"7"			1570
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"August"	"8"	"Female"	"F"	798
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"August"	"8"	"Male"	"M"	831
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"August"	"8"			1629
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"September"	"9"	"Female"	"F"	816
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"September"	"9"	"Male"	"M"	836
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"September"	"9"			1652
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"October"	"10"	"Female"	"F"	781
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"October"	"10"	"Male"	"M"	834
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"October"	"10"			1615
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"November"	"11"	"Female"	"F"	772
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"November"	"11"	"Male"	"M"	871
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"November"	"11"			1643
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"December"	"12"	"Female"	"F"	767
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"December"	"12"	"Male"	"M"	810
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"	"December"	"12"			1577
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2013"	"2013"					18987
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"January"	"1"	"Female"	"F"	721
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"January"	"1"	"Male"	"M"	817
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"January"	"1"			1538
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"February"	"2"	"Female"	"F"	697
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"February"	"2"	"Male"	"M"	711
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"February"	"2"			1408
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"March"	"3"	"Female"	"F"	721
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"March"	"3"	"Male"	"M"	790
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"March"	"3"			1511
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"April"	"4"	"Female"	"F"	743
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"April"	"4"	"Male"	"M"	810
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"April"	"4"			1553
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"May"	"5"	"Female"	"F"	838
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"May"	"5"	"Male"	"M"	903
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"May"	"5"			1741
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"June"	"6"	"Female"	"F"	761
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"June"	"6"	"Male"	"M"	752
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"June"	"6"			1513
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"July"	"7"	"Female"	"F"	722
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"July"	"7"	"Male"	"M"	826
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"July"	"7"			1548
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"August"	"8"	"Female"	"F"	763
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"August"	"8"	"Male"	"M"	805
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"August"	"8"			1568
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"September"	"9"	"Female"	"F"	775
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"September"	"9"	"Male"	"M"	797
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"September"	"9"			1572
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"October"	"10"	"Female"	"F"	749
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"October"	"10"	"Male"	"M"	832
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"October"	"10"			1581
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"November"	"11"	"Female"	"F"	729
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"November"	"11"	"Male"	"M"	726
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"November"	"11"			1455
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"December"	"12"	"Female"	"F"	725
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"December"	"12"	"Male"	"M"	837
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"	"December"	"12"			1562
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2014"	"2014"					18550
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"January"	"1"	"Female"	"F"	780
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"January"	"1"	"Male"	"M"	781
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"January"	"1"			1561
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"February"	"2"	"Female"	"F"	678
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"February"	"2"	"Male"	"M"	762
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"February"	"2"			1440
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"March"	"3"	"Female"	"F"	764
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"March"	"3"	"Male"	"M"	771
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"March"	"3"			1535
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"April"	"4"	"Female"	"F"	723
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"April"	"4"	"Male"	"M"	754
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"April"	"4"			1477
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"May"	"5"	"Female"	"F"	713
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"May"	"5"	"Male"	"M"	789
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"May"	"5"			1502
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"June"	"6"	"Female"	"F"	685
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"June"	"6"	"Male"	"M"	721
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"June"	"6"			1406
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"July"	"7"	"Female"	"F"	788
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"July"	"7"	"Male"	"M"	798
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"July"	"7"			1586
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"August"	"8"	"Female"	"F"	731
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"August"	"8"	"Male"	"M"	803
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"August"	"8"			1534
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"September"	"9"	"Female"	"F"	829
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"September"	"9"	"Male"	"M"	837
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"September"	"9"			1666
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"October"	"10"	"Female"	"F"	800
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"October"	"10"	"Male"	"M"	795
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"October"	"10"			1595
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"November"	"11"	"Female"	"F"	765
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"November"	"11"	"Male"	"M"	769
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"November"	"11"			1534
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"December"	"12"	"Female"	"F"	805
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"December"	"12"	"Male"	"M"	779
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"	"December"	"12"			1584
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2015"	"2015"					18420
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"January"	"1"	"Female"	"F"	721
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"January"	"1"	"Male"	"M"	769
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"January"	"1"			1490
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"February"	"2"	"Female"	"F"	678
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"February"	"2"	"Male"	"M"	812
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"February"	"2"			1490
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"March"	"3"	"Female"	"F"	713
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"March"	"3"	"Male"	"M"	797
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"March"	"3"			1510
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"April"	"4"	"Female"	"F"	660
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"April"	"4"	"Male"	"M"	801
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"April"	"4"			1461
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"May"	"5"	"Female"	"F"	732
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"May"	"5"	"Male"	"M"	761
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"May"	"5"			1493
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"June"	"6"	"Female"	"F"	678
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"June"	"6"	"Male"	"M"	777
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"June"	"6"			1455
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"July"	"7"	"Female"	"F"	746
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"July"	"7"	"Male"	"M"	757
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"July"	"7"			1503
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"August"	"8"	"Female"	"F"	792
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"August"	"8"	"Male"	"M"	821
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"August"	"8"			1613
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"September"	"9"	"Female"	"F"	729
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"September"	"9"	"Male"	"M"	832
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"September"	"9"			1561
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"October"	"10"	"Female"	"F"	742
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"October"	"10"	"Male"	"M"	841
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"October"	"10"			1583
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"November"	"11"	"Female"	"F"	618
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"November"	"11"	"Male"	"M"	755
"Total"	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"November"	"11"			1373
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"December"	"12"	"Female"	"F"	755
	"Census Region 4: West"	"CENS-R4"	"Hawaii"	"15"	"2016"	"2016"	"December"	"12"	"Male"	"M"	772
